,0
1693,COL4A6
1694,CRMP1
1695,SLC43A1
1696,LIMD1
1697,GUK1
1698,FBXO3
1699,COQ9
1700,SEC62
1701,HDLBP
1702,DNAJA3
1703,TACR2
1704,TPCN1
1705,STK11
1706,TMED5
1707,PECAM1
1708,PDE8B
1709,SORBS1
1710,RFX5
1711,USP7
1712,FOXG1
1713,TRAV27
1714,RAB11FIP1
1715,PCMT1
1716,TUT1
1717,ZNF202
1718,SAMD4B
1719,DYNC1H1
1720,USP4
1721,LMNA
1722,DGUOK
1723,SRPRA
1724,FXYD3
1725,PDE4C
1726,MTHFD2
1727,LST1
1728,CERS2
1729,GLI3
1730,PCID2
1731,VIM
1732,SH3GLB1
1733,KCTD20
1734,TSPYL1
1735,SEC61B
1736,TRAM1
1737,ATXN7L1
1738,MYBPC2
1739,GALNT6
1740,ESF1
1741,ENPP2
1742,PSMC5
1743,MMS19
1744,LIMCH1
1745,PTOV1
1746,SOCS3
1747,SLC1A7
1748,ICAM2
1749,RGS10
1750,CBR1
1751,PFKFB1
1752,PBLD
1753,PCDHGA1
1754,DEPTOR
1755,CFHR2
1756,CDR2L
1757,TAAR5
1758,RC3H2
1759,TBX4
1760,CHGA
1761,TIAM1
1762,AUP1
1763,ZDHHC4
1764,ERMAP
1765,RPN1
1766,EDC4
1767,LRRC32
1768,SCP2
1769,JUNB
1770,CRYL1
1771,SPTBN1
1772,MLYCD
1773,MCM5
1774,DENND1C
1775,ZNF286A
1776,MASP1
1777,WWC3
1778,SNUPN
1779,FOLR3
1780,CCNO
1781,COL6A3
1782,KPNA3
1783,TYRO3
1784,BTG3
1785,EHBP1
1786,LPP
1787,NEAT1
1788,CSF1
1789,GRK1
1790,PAMR1
1791,DAB2
1792,MAT2A
1793,C1orf68
1794,RPS21
1795,ISLR
1796,PHB2
1797,UBIAD1
1798,OVOL2
1799,DSCR4
1800,DLGAP4
1801,FAM118A
1802,JPH2
1803,TNFRSF13B
1804,TAF1B
1805,LIPE
1806,P2RX2
1807,PIK3CB
1808,ATP8A2
1809,OLFML3
1810,IGHE
1811,YARS2
1812,S100A10
1813,CD27
1814,SKI
1815,IQCA1
1816,LRP6
1817,ZNF324B
1818,NAGPA
1819,ZNHIT1
1820,HMGXB4
1821,ARHGAP25
1822,PCBP1
1823,SMC2
1824,TAAR2
1825,LCAT
1826,ZMAT4
1827,VAV1
1828,BRD2
1829,EIF4E2
1830,XPO4
1831,MICU1
1832,PUS7L
1833,PSMD3
1834,HMGB3P1
1835,SOS1
1836,FBXO41
1837,EIF2B3
1838,POSTN
1839,ARPC2
1840,PRC1
1841,POU6F1
1842,PHGDH
1843,CSF3R
1844,ECH1
1845,PTPN4
1846,ZDHHC7
1847,COL4A4
1848,SETD4
1849,PEX6
1850,FNBP1L
1851,LY96
1852,RNF123
1853,TUB
1854,RBM25
1855,PEG10
1856,FBXO9
1857,MCM3AP
1858,BCL2L11
1859,PPP3R1
1860,SAP30
1861,B4GALT2
1862,RNF103
1863,BNIP2
1864,NUP98
1865,GSK3B
1866,ESR1
1867,GDPD3
1868,BGN
1869,TF
1870,BPI
1871,ENO3
1872,ITM2A
1873,MLEC
1874,CTRL
1875,TMEM94
1876,SOBP
1877,MPZL2
1878,SEMA4F
1879,NKRF
1880,REEP5
1881,HAND1
1882,ATP6V1F
1883,KIAA0895
1884,PTPN12
1885,PASK
1886,DEFB1
1887,SCN2B
1888,UBL4A
1889,N4BP2L2-IT2
1890,NRGN
1891,CADM3-AS1
1892,SUPT4H1
1893,EPHB2
1894,FTSJ3
1895,TES
1896,SNX16
1897,SLC16A1
1898,UBE2Z
1899,HOXD9
1900,KIF13B
1901,GABRE
1902,SORT1
1903,NT5DC3
1904,DDX47
1905,SHFL
1906,AP2A2
1907,EMID1
1908,PARG
1909,NDUFB2-AS1
1910,PCMTD2
1911,LRRK1
1912,COL6A2
1913,AP1S2
1914,PAICS
1915,KRT38
1916,PKM
1917,YWHAZ
1918,CDHR2
1919,ATRN
1920,LGALS4
1921,DAD1
1922,NFKB2
1923,PLS1
1924,PI15
1925,DNM2
1926,MS4A1
1927,CTPS2
1928,MYO16
1929,CUTC
1930,COL1A2
1931,ATP5PO
1932,AOAH
1933,NRG1
1934,DENND5A
1935,LRPAP1
1936,DPP6
1937,RBM12B
1938,ERG28
1939,GLT8D1
1940,VPS51
1941,PPP1R12A
1942,ART1
1943,RNF219
1944,VPS35L
1945,RB1CC1
1946,PCNT
1947,GPER1
1948,C22orf24
1949,PSD
1950,MACO1
1951,DMXL2
1952,NUCB2
1953,PRKRA
1954,RITA1
1955,SAG
1956,SLC10A3
1957,TOMM34
1958,ANKLE2
1959,PLAAT2
1960,PEF1
1961,CARD14
1962,MTMR2
1963,IKBKB
1964,CUBN
1965,SLN
1966,PAFAH1B2
1967,NPFF
1968,ITGA10
1969,NUDT2
1970,SELENOF
1971,U2AF2
1972,MNX1
1973,ZCCHC14
1974,DRD4
1975,ATP6V1B2
1976,RAB21
1977,OR7E12P
1978,AMIGO2
1979,PIK3R2
1980,NPC1
1981,GLT8D2
1982,ZW10
1983,OR1A1
1984,PHYH
1985,PHF21A
1986,SLC1A1
1987,DDX6
1988,VPREB3
1989,TTC3
1990,EDA2R
1991,PSMC3
1992,HSP90AB1
1993,DUSP9
1994,GSTO1
1995,URGCP
1996,OPN1SW
1997,THOC6
1998,CHRDL1
1999,LY9
2000,MTNR1A
2001,SCO2
2002,PSD3
2003,SLC8A1
2004,RPGRIP1
2005,NTSR1
2006,THAP1
2007,RPS6KB2
2008,TRPC4AP
2009,ZNF395
2010,PADI2
2011,TMEM100
2012,MFSD11
2013,MAPK3
2014,KIRREL1
2015,SLC22A14
2016,TBL3
2017,PGBD5
2018,ECEL1
2019,INSL4
2020,SCARB2
2021,NUDC
2022,VCPKMT
2023,ZNF528
2024,BHLHB9
2025,PTCRA
2026,HOXB5
2027,GHITM
2028,TRAC
2029,QPCTL
2030,WASF1
2031,CSTF3
2032,NKAIN1
2033,TOP3B
2034,IGSF1
2035,HEG1
2036,RPL39L
2037,MUC16
2038,PIGH
2039,ZNF671
2040,IFI30
2041,WDR7
2042,HDAC5
2043,GALNT2
2044,SNAPC2
2045,TCF20
2046,SLC35C2
2047,SLF2
2048,PA2G4
2049,KCTD15
2050,MAPRE2
2051,DNAJC10
2052,RNLS
2053,CTC1
2054,LRP5
2055,IGLV1-40
2056,HDC
2057,COPS3
2058,NR1H3
2059,APOE
2060,SRY
2061,CROCCP3
2062,LIPC
2063,TSPAN15
2064,TRAF3
2065,PHF8
2066,IGFBP6
2067,BDKRB2
2068,PDGFC
2069,UBXN8
2070,NACAD
2071,MAGEC2
2072,FAM173A
2073,ZNF384
2074,C19orf54
2075,DDAH2
2076,CDK19
2077,CRABP2
2078,DIPK1A
2079,SEM1
2080,ANKRD17
2081,TIMM22
2082,ZKSCAN8
2083,TGDS
2084,ZNF3
2085,FBLN2
2086,DENND4C
2087,UBR2
2088,ITIH2
2089,CNGB1
2090,INTS13
2091,LRRN2
2092,OR2C1
2093,PINLYP
2094,CYP39A1
2095,NNAT
2096,CPD
2097,RASGRF1
2098,CPA2
2099,MEAK7
2100,NDUFC2
2101,SPOCK2
2102,SPARC
2103,KCNF1
2104,1-Mar
2105,TNFRSF10D
2106,YPEL5
2107,S100A14
2108,TNKS2
2109,CLCA1
2110,RAB11FIP2
2111,CDH22
2112,RAC1
2113,KRT10
2114,PFKFB2
2115,CTSS
2116,WSB2
2117,UCHL1
2118,PPP6R3
2119,ZNF8
2120,KLHL9
2121,HS2ST1
2122,HSD17B12
2123,CD40LG
2124,CYBRD1
2125,VDR
2126,XPO6
2127,HIBCH
2128,DNAAF1
2129,ANXA3
2130,MYD88
2131,SLC38A2
2132,PRKCB
2133,KRT83
2134,CEACAM5
2135,PRKG2
2136,TMX1
2137,FXYD7
2138,COMMD8
2139,UGDH
2140,C1orf56
2141,PRRG3
2142,TFAP2A
2143,FADS2
2144,UPK3A
2145,PTPRU
2146,STAMBP
2147,MTHFD1
2148,PRPF31
2149,CACNA1D
2150,SCNN1B
2151,COX8A
2152,MYL6
2153,SLC15A1
2154,BMP8B
2155,IGFBP5
2156,SRPX
2157,TFR2
2158,PFKL
2159,STAC
2160,CAPNS1
2161,ERGIC2
2162,ENTPD4
2163,SYNCRIP
2164,FAM53C
2165,BMP8A
2166,MAGI1
2167,DCSTAMP
2168,LMO4
2169,HTATSF1
2170,UBOX5
2171,MYOZ1
2172,CKMT2
2173,C5orf66
2174,HMGCS2
2175,MRPS11
2176,TIMM17A
2177,TMEM165
2178,CHST7
2179,TMPRSS15
2180,ARHGEF18
2181,KLHL1
2182,CHRNG
2183,MGA
2184,SIPA1
2185,PTK7
2186,NDEL1
2187,PDGFB
2188,PLCG2
2189,RHD
2190,ITPR2
2191,ASPH
2192,GNA15
2193,VWA8
2194,DAB1
2195,TPI1
2196,MRPL3
2197,C1orf116
2198,RCBTB1
2199,RPS6KA5
2200,EIF4E
2201,ZFAND3
2202,OLA1
2203,KCNAB1
2204,HAO1
2205,GLRX2
2206,ANK3
2207,SRF
2208,MRPL19
2209,GYPC
2210,UBE2G1
2211,AVIL
2212,CACNA1F
2213,GIGYF2
2214,HOXA7
2215,IMPDH2
2216,RGS2
2217,MSX1
2218,METTL9
2219,SLC7A4
2220,PRKN
2221,SMURF1
2222,ARHGEF16
2223,GGCT
2224,LINC00921
2225,MAST4
2226,SLC9A6
2227,MAP3K11
2228,FOXN1
2229,DMAC2L
2230,TBCCD1
2231,RAMP3
2232,FAM90A1
2233,LARP1
2234,TRPV2
2235,CLTA
2236,MRPL49
2237,TEC
2238,EIF5B
2239,CBL
2240,CHD5
2241,CAPN2
2242,FLNC
2243,TMEM131
2244,NME1
2245,RIN2
2246,CCND1
2247,TOPBP1
2248,BBS1
2249,CDKL3
2250,PARVA
2251,IGBP1
2252,CYP2E1
2253,MRPL13
2254,PPP2R2D
2255,ME2
2256,ST5
2257,DNAJC13
2258,FAM214B
2259,PARP1
2260,DCUN1D4
2261,USO1
2262,PECR
2263,MBP
2264,ARHGAP12
2265,EXTL1
2266,CRELD2
2267,RHPN1-AS1
2268,CPNE3
2269,KLK2
2270,CDCA8
2271,PAX5
2272,HLCS
2273,GPC5
2274,FOXH1
2275,PRAMEF12
2276,CDX2
2277,FMO2
2278,MYRF
2279,NOS2
2280,NOS1
2281,ST3GAL1
2282,TRIM26
2283,BCR
2284,ELOC
2285,RAB6B
2286,PRDM14
2287,CD63
2288,NCDN
2289,TANK
2290,CKLF
2291,TPPP3
2292,MKRN7P
2293,SLC25A44
2294,ZBTB17
2295,MYOF
2296,LHX1
2297,SMIM8
2298,CYP26B1
2299,ARL4C
2300,ITGAM
2301,UPF3A
2302,GNA11
2303,ATP7B
2304,FST
2305,GPX3
2306,FGFR2
2307,PYGO1
2308,ITM2B
2309,SLC20A1
2310,EDEM3
2311,ITPKA
2312,EFHC1
2313,COL1A1
2314,NDUFAF3
2315,GABPB1
2316,OXTR
2317,SLC11A1
2318,UAP1
2319,JADE3
2320,PLEKHF2
2321,RNF40
2322,SLC41A3
2323,MNAT1
2324,TBK1
2325,GUCA2A
2326,FCN1
2327,LIPG
2328,ANGEL2
2329,KANK3
2330,INPP4A
2331,EYA4
2332,LASP1
2333,TESC
2334,HIGD1A
2335,FBXO42
2336,SLC26A4
2337,APBB1
2338,TCEAL2
2339,CSK
2340,IL23A
2341,P2RX5
2342,PTK2B
2343,ANKRD2
2344,POU2AF1
2345,VTCN1
2346,LDHB
2347,CACNA1B
2348,BAG4
2349,TARS2
2350,GJA5
2351,TFCP2L1
2352,C11orf58
2353,ANXA7
2354,CRYZ
2355,BCL9
2356,TNPO3
2357,COASY
2358,CASP3
2359,ENTPD3
2360,DLC1
2361,PIGV
2362,LRIG1
2363,ARSF
2364,FCGBP
2365,CCNC
2366,EMD
2367,RECK
2368,LAMP5
2369,TGM1
2370,GPA33
2371,GUCY2F
2372,CLK1
2373,COX7A1
2374,LAMTOR2
2375,OLFML1
2376,ALDH7A1
2377,ALDH8A1
2378,ALDH9A1
2379,ALDOB
2380,ALDOC
2381,ALG12
2382,ALG13
2383,ALG3
2384,ALG5
2385,ALG6
2386,ALG8
2387,ALG9
2388,ALK
2389,ALKBH1
2390,ALKBH4
2391,ALLC
2392,ALMS1
2393,ALOX12P2
2394,ALOX15B
2395,ALOX5
2396,ALOX5AP
2397,ALPG
2398,ALPI
2399,ALPK3
2400,ALPL
2401,ALPP
2402,ALS2CL
2403,ALX1
2404,ALX4
2405,AMBN
2406,AMBP
2407,AMBRA1
2408,AMD1
2409,AMDHD2
2410,AMFR
2411,MR1
2412,TRIL
2413,RORA
2414,C1QA
2415,TNFAIP3
2416,CSPG5
2417,DDX24
2418,PRODH
2419,NR1D2
2420,PIK3C2B
2421,SERPINF2
2422,ING4
2423,ARPC4
2424,SLC6A13
2425,MYO5C
2426,WDR26
2427,ZNF557
2428,FMO3
2429,CDHR1
2430,ELF3
2431,SDC4
2432,H6PD
2433,ASNSD1
2434,MAFG
2435,BTN2A1
2436,IL2RG
2437,FRY
2438,NUDT4
2439,RHBDL1
2440,CHAF1A
2441,PIK3CA
2442,BMP4
2443,CRY1
2444,GLYR1
2445,SORBS3
2446,LOR
2447,LPAR6
2448,MPIG6B
2449,CGRRF1
2450,IRF2
2451,CDC16
2452,APOBEC3C
2453,GTPBP6
2454,PRKAR2A
2455,OLFML2B
2456,MPPED1
2457,SLC27A2
2458,KIF3C
2459,ZNF12
2460,STT3A
2461,CA10
2462,NEBL
2463,TBC1D9
2464,BPGM
2465,DCK
2466,CDC23
2467,WBP1L
2468,SIGMAR1
2469,C1orf174
2470,PAK1IP1
2471,PHF24
2472,CENPO
2473,PDE3B
2474,PSMB5
2475,PSG9
2476,TUBB2B
2477,EGLN3
2478,BORA
2479,NUBP2
2480,USP34
2481,TAF9B
2482,GFOD1
2483,DGKG
2484,YY2
2485,DNPH1
2486,N4BP2L2
2487,IK
2488,WFDC1
2489,KYNU
2490,PTP4A1
2491,ELF4
2492,MYOM2
2493,SPAG4
2494,RPL8
2495,ETFDH
2496,CYP2R1
2497,BCCIP
2498,THRA
2499,F8
2500,TM4SF5
2501,SLC25A1
2502,CHAF1B
2503,EIF4A3
2504,CHGB
2505,PDCD10
2506,CDX4
2507,NAA15
2508,CDH5
2509,NAV3
2510,CCNE1
2511,ZNF580
2512,TMEM8A
2513,ATG101
2514,TXN
2515,TNFRSF1B
2516,PTDSS2
2517,CLTCL1
2518,APBA1
2519,FH
2520,ZBTB39
2521,PLIN1
2522,TNRC6B
2523,RBM15
2524,GDF5
2525,ZEB1
2526,CNNM1
2527,TRAF3IP3
2528,USP3
2529,GJB3
2530,CLIC2
2531,CEND1
2532,KIR3DL2
2533,RNF31
2534,ARHGEF38
2535,OCRL
2536,RALBP1
2537,NPLOC4
2538,CHRNA1
2539,ELP3
2540,RPAP1
2541,P3H2
2542,CDS2
2543,CTH
2544,CREBBP
2545,ZDHHC14
2546,VTN
2547,MST1L
2548,VSIG10
2549,TSHZ2
2550,PCNA
2551,FAAP100
2552,PAX4
2553,GJA1
2554,METTL1
2555,ZAP70
2556,GGT5
2557,MPZL1
2558,DEGS1
2559,SPCS1
2560,TYR
2561,PPM1E
2562,REN
2563,HAT1
2564,CIDEB
2565,EVX1
2566,USH1C
2567,COL11A2
2568,RGS19
2569,GOLIM4
2570,EIF2AK2
2571,FAM174B
2572,RBFA
2573,FAM114A2
2574,KIAA0040
2575,PBX1
2576,TMEM70
2577,TSPAN32
2578,SLC12A1
2579,SNCG
2580,HSPB3
2581,THY1
2582,G3BP2
2583,GNAI1
2584,HIST1H1A
2585,TAP1
2586,ZBP1
2587,DARS
2588,SYK
2589,MFSD5
2590,CPNE1
2591,POLB
2592,SPN
2593,MED20
2594,GIMAP4
2595,HPX
2596,CLCN1
2597,PGF
2598,NIPAL3
2599,ECHDC3
2600,CLDN11
2601,H1FX
2602,SERPINI1
2603,GRHL2
2604,DRC3
2605,GFPT1
2606,TACC3
2607,KMT2A
2608,ITPKC
2609,JMJD4
2610,CNP
2611,SSR4
2612,CHCHD3
2613,AP4E1
2614,WT1
2615,CTTN
2616,MYL10
2617,RETREG1
2618,CDC34
2619,NPAS1
2620,CITED1
2621,ARRB1
2622,GPR52
2623,DOP1A
2624,KIAA0556
2625,GNAT1
2626,HMGCS1
2627,PTMS
2628,CCDC121
2629,SLC33A1
2630,TCTA
2631,PRKCI
2632,TOR3A
2633,CMTR1
2634,OR7A17
2635,KLK12
2636,GPATCH8
2637,FXN
2638,CNTNAP1
2639,PHF11
2640,SYNGR4
2641,KLHL25
2642,GSS
2643,STRN4
2644,FXR1
2645,NTSR2
2646,MYO6
2647,SVIL
2648,VWA5A
2649,VAPA
2650,CHAD
2651,SRP9
2652,C9orf40
2653,INSR
2654,POLR3B
2655,PHTF2
2656,MPO
2657,EIF4G2
2658,BHLHE40
2659,ZPR1
2660,CLIP3
2661,MPDZ
2662,OPRL1
2663,PAX2
2664,MVP
2665,EIF2AK1
2666,IFT122
2667,HKDC1
2668,METTL22
2669,OARD1
2670,WNK1
2671,WNT2B
2672,BST1
2673,FAM204A
2674,SP1
2675,CD101
2676,OAS1
2677,SLC34A2
2678,DMD
2679,MYH9
2680,PARP11
2681,VAMP1
2682,UBE2L3
2683,IFI16
2684,RMND5B
2685,PROCR
2686,FAM13A
2687,DGKZ
2688,ESR2
2689,THOC1
2690,TJP2
2691,IFIT5
2692,MISP
2693,HYPM
2694,FPR2
2695,CTDSPL
2696,ERCC1
2697,ARHGAP33
2698,PSAT1
2699,APMAP
2700,MAPK8IP2
2701,IRF8
2702,ARHGEF15
2703,FZD7
2704,ANKRD46
2705,MED4
2706,ING2
2707,QKI
2708,AOC3
2709,BMP7
2710,SYT2
2711,HIP1
2712,CPVL
2713,NR5A1
2714,CA8
2715,SPINT2
2716,SRPK2
2717,PTGER1
2718,TRIM2
2719,CSH2
2720,LRPPRC
2721,GRIK3
2722,C9orf16
2723,CLASP1
2724,CCNB2
2725,RSPH14
2726,INTS7
2727,RCC1
2728,MARCO
2729,ZKSCAN3
2730,ARAP3
2731,UPF1
2732,VPS33B
2733,STARD8
2734,CACNA1S
2735,GPD1L
2736,SYNJ1
2737,DNALI1
2738,OR10H1
2739,ANKHD1
2740,MAEA
2741,BBX
2742,MYO9A
2743,CRBN
2744,GPR45
2745,DCAF6
2746,IL24
2747,RBM7
2748,MAN1A2
2749,IL17RB
2750,SERPINA3
2751,PNMA2
2752,PPL
2753,KIF3A
2754,ARHGEF3
2755,ZBTB7A
2756,TIPARP
2757,APBB2
2758,GLOD4
2759,DCP1A
2760,CD2BP2
2761,PKP1
2762,CHST12
2763,TPSG1
2764,TRDMT1
2765,CYB5B
2766,SPON1
2767,ERO1B
2768,ARMC8
2769,HLA-A
2770,SREBF2
2771,ATG14
2772,DAP3
2773,OSBPL1A
2774,MAVS
2775,MPV17
2776,FOXC1
2777,PRKACB
2778,UROD
2779,FLOT1
2780,AP5S1
2781,SRRT
2782,LOC254896
2783,RAB40C
2784,LRP3
2785,AP5M1
2786,FABP6
2787,PEX10
2788,ISCU
2789,SLC12A4
2790,COQ10B
2791,CAMTA1
2792,DENND1B
2793,HERC4
2794,PDS5B
2795,RANBP3
2796,OSBPL9
2797,OXA1L
2798,MAGEH1
2799,GNB5
2800,HERC5
2801,FCHO1
2802,ARHGAP32
2803,PDE8A
2804,TRAPPC8
2805,PKLR
2806,TRIM5
2807,INPP5E
2808,KLRG1
2809,LRRC19
2810,GLIPR1
2811,NRN1
2812,BMP2
2813,CDIP1
2814,CD6
2815,PACSIN3
2816,GRSF1
2817,NADSYN1
2818,ZNF219
2819,KCNN4
2820,PSMD9
2821,LCK
2822,EXOG
2823,ANTXR1
2824,ZNF74
2825,SNF8
2826,YJU2
2827,C2CD5
2828,MAP4K1
2829,HDAC2
2830,KCNJ2
2831,TOR1A
2832,TMEM209
2833,NXN
2834,TRPM4
2835,RAB33B
2836,PBX3
2837,SULT1A2
2838,MZB1
2839,SOX4
2840,KCNB2
2841,PPM1H
2842,MUC5B
2843,UPB1
2844,CRADD
2845,S100A6
2846,RHAG
2847,MACF1
2848,HLA-DRA
2849,INO80D
2850,KAZN
2851,RTF1
2852,PMS1
2853,RYK
2854,PAN2
2855,TOR4A
2856,PPP1R7
2857,DCAF8
2858,TRIP13
2859,MYC
2860,CLK2
2861,MICALL2
2862,LRRC15
2863,SF3A3
2864,CABP1
2865,RGL2
2866,IGFBP7
2867,KRT76
2868,EXD2
2869,NFATC4
2870,CNOT1
2871,CREM
2872,KDM2A
2873,SLC7A1
2874,CDKN1A
2875,ATXN7
2876,NRSN2
2877,NAV2
2878,CNGA1
2879,PDP1
2880,GATA3
2881,MYO5A
2882,GIT1
2883,PDE6D
2884,TCERG1
2885,ATG2B
2886,RNF2
2887,RPS6KB1
2888,SLC29A1
2889,TLR4
2890,THSD7A
2891,SEC63
2892,RAB3GAP1
2893,TRIT1
2894,EIF3K
2895,VWA1
2896,CP
2897,IL19
2898,ZNF444
2899,DZIP1
2900,UBE2L6
2901,TUBB3
2902,ZC3H7A
2903,PKD2
2904,PDIA5
2905,PBRM1
2906,TAPBP
2907,HCFC1R1
2908,MYO1A
2909,PHLDB1
2910,AZGP1
2911,GNS
2912,PIWIL2
2913,MAP1A
2914,IQCC
2915,ELK1
2916,EHMT2
2917,KYAT1
2918,NPAS3
2919,EDF1
2920,CHRNB1
2921,NCAPH2
2922,LMAN2L
2923,SAV1
2924,PRUNE1
2925,TRMT13
2926,SGCE
2927,RAB7A
2928,VPS39
2929,RFTN1
2930,STK10
2931,NOL9
2932,NCOA6
2933,CHPT1
2934,CSPP1
2935,GSR
2936,HNRNPK
2937,SLC35A5
2938,PKNOX1
2939,C1S
2940,TBP
2941,PUM3
2942,NSL1
2943,ERBB2
2944,CAVIN3
2945,RBFOX1
2946,LAT
2947,STAT4
2948,EPM2AIP1
2949,KIF1B
2950,PITX3
2951,RABEP2
2952,OR10H3
2953,ATXN2L
2954,SGK1
2955,HSF1
2956,CDKN1C
2957,TNMD
2958,CDKAL1
2959,NDUFA1
2960,SLC13A4
2961,RPS27L
2962,RPRM
2963,TRIM21
2964,DKFZP434A062
2965,HNF1B
2966,MRM1
2967,OSBPL8
2968,POLR2E
2969,MBTPS2
2970,AP3M2
2971,UBP1
2972,RNF10
2973,PDGFRB
2974,IBTK
2975,CTF1
2976,CALCA
2977,MALT1
2978,POMT2
2979,ARHGDIB
2980,COL7A1
2981,TDP2
2982,PDXK
2983,TBC1D9B
2984,HYI
2985,BAG2
2986,DUSP22
2987,ATP10D
2988,CDV3
2989,GNB2
2990,APOM
2991,ZNF335
2992,WASHC5
2993,PRORY
2994,RSL1D1
2995,CCT6A
2996,NDUFA2
2997,RBM39
2998,KLK15
2999,TLK1
3000,APH1A
3001,SLC44A4
3002,STS
3003,NUDCD3
3004,RIOX1
3005,BDH2
3006,CAP2
3007,C12orf4
3008,CASP8
3009,DVL3
3010,MOB1A
3011,LIMA1
3012,PEX2
3013,CHMP4A
3014,SULT4A1
3015,KLHDC10
3016,CERS4
3017,MT1F
3018,COL4A3BP
3019,MKRN2
3020,SNRNP70
3021,MIS18A
3022,UBA3
3023,CXCL2
3024,IL21
3025,SEC13
3026,SPA17
3027,STX1A
3028,IP6K1
3029,GNRH2
3030,TMEM135
3031,HSPG2
3032,MEF2A
3033,PFDN4
3034,TMEM267
3035,CIR1
3036,FSD1
3037,RFC2
3038,RBPJ
3039,ANP32B
3040,DENND5B
3041,PHOX2A
3042,IGF1
3043,CCNK
3044,ZNF593
3045,MC5R
3046,NFAT5
3047,EXO1
3048,KDM3B
3049,TP53I11
3050,MTHFSD
3051,EPHA2
3052,YTHDF1
3053,ATOH1
3054,LPCAT1
3055,BAG1
3056,ATP5IF1
3057,GM2A
3058,NPTXR
3059,MFSD9
3060,GYG1
3061,SERPINF1
3062,FDX1
3063,APEX1
3064,ARL8B
3065,CRIPT
3066,MYH11
3067,RNASEH2B
3068,RIOK2
3069,ANKRD49
3070,CYP46A1
3071,HNRNPD
3072,SLC5A5
3073,ENTPD6
3074,RPA3
3075,FLVCR2
3076,PZP
3077,GPALPP1
3078,NUP88
3079,KCNK10
3080,GMPPA
3081,PRSS16
3082,XRCC3
3083,ZNF330
3084,LINC00599
3085,SRGAP2
3086,NUBPL
3087,TSPYL5
3088,LDOC1
3089,NEDD4
3090,CALHM2
3091,LMX1B
3092,CCR1
3093,RBX1
3094,TRIP12
3095,POP4
3096,MRPS27
3097,JUN
3098,ANKRD27
3099,RAB25
3100,PAOX
3101,HELZ
3102,STAT5A
3103,DBP
3104,LPL
3105,FRAT2
3106,CCL2
3107,REST
3108,KCNIP1
3109,FAM168A
3110,EXOSC5
3111,POGLUT2
3112,PRNP
3113,STON1
3114,DGCR11
3115,SLC25A37
3116,MTRR
3117,HUS1
3118,ANKH
3119,BEGAIN
3120,B3GAT3
3121,IGLV2-14
3122,EPHB6
3123,IREB2
3124,PREPL
3125,IMPACT
3126,SLC3A2
3127,GATM
3128,ARHGDIG
3129,VPS37B
3130,SELENOP
3131,TLCD3A
3132,EHD3
3133,KIF17
3134,L2HGDH
3135,MTERF3
3136,SEPTIN10
3137,IKZF2
3138,DLD
3139,TPST1
3140,MTOR
3141,HNRNPUL2
3142,DSTYK
3143,RUBCN
3144,C16orf95
3145,ZBTB18
3146,SCN10A
3147,DYNC1LI1
3148,SREBF1
3149,LUC7L
3150,NOP53
3151,TMEM259
3152,OR51E2
3153,GTPBP8
3154,GRAMD4
3155,IRAK4
3156,NR3C1
3157,NUP85
3158,RNF130
3159,TPR
3160,B3GNT3
3161,HBS1L
3162,ZNF394
3163,DGKA
3164,KLHL11
3165,MLH3
3166,PPP1R8
3167,N6AMT1
3168,TRMT61B
3169,NOTCH4
3170,KCND1
3171,ESRP1
3172,LHX5
3173,GABBR1
3174,ST3GAL2
3175,ST3GAL6
3176,TIMP3
3177,SURF2
3178,ERCC8
3179,RPL15
3180,SNHG17
3181,SPON2
3182,CDC25B
3183,TST
3184,CENPU
3185,C2orf49
3186,CTDSP2
3187,ETNK2
3188,CPB1
3189,GNAI2
3190,CPEB3
3191,ARFIP1
3192,LRIG2
3193,FAM189A2
3194,MTA1
3195,ATP5F1B
3196,TUBB2A
3197,UBE2I
3198,PHYHIP
3199,PRKCZ-AS1
3200,CRYBB3
3201,ELP4
3202,ZNF253
3203,NR2C1
3204,NFYB
3205,SEMA4G
3206,TTLL5
3207,ROGDI
3208,MRPS2
3209,RAE1
3210,CSNK2A1
3211,IFNAR1
3212,DOK3
3213,WNT5A
3214,IL6ST
3215,CCNI
3216,WDR33
3217,KARS
3218,SART1
3219,AP2B1
3220,SERPINA5
3221,TUBA8
3222,RASSF8
3223,CLCN2
3224,RPS4Y1
3225,RRP8
3226,PADI1
3227,ZNF207
3228,XPNPEP2
3229,IER3
3230,WARS
3231,HSPA2
3232,ARTN
3233,BMP1
3234,TAF15
3235,ENTPD1
3236,CHKA
3237,SESN1
3238,ATXN7L3B
3239,MS4A4A
3240,LINC01565
3241,FAM131A
3242,HCP5
3243,KEAP1
3244,NAP1L2
3245,SLC2A4
3246,DEF6
3247,EIF3B
3248,LIMK1
3249,LARP6
3250,MYO15B
3251,RAB3IL1
3252,RNPEPL1
3253,FLNB
3254,PPIG
3255,APAF1
3256,GTF3C1
3257,WARS2
3258,SLCO4C1
3259,MANBA
3260,TP63
3261,CAPRIN1
3262,C1orf61
3263,SLC2A2
3264,VEGFA
3265,CEACAM1
3266,TMEM9B
3267,ATP11B
3268,HSPA9
3269,UQCR10
3270,COX7B
3271,WDR25
3272,WWC1
3273,LARGE1
3274,ARPC5
3275,TCL1B
3276,BMS1
3277,ZBTB40
