RHOB,EEF1AKMT3,TMEM100,ADPRM,DUSP6,ABCB7,KLF6,CEBPB,GDF15,NR0B2,PCK1,PTP4A1
AADAC,CHP1,LHPP,CHODL,DUSP6,ZNHIT1,RGS5,NDUFA13,AGL,UQCR10,TDP2,MEST,CYP2J2,RPS27L,CTSG
ISCU,TRA2A,EPM2AIP1,NEAT1,DAB2,ACTA2,COX15,NDUFB5,ACVR1B,ACP6,VTCN1,CTTN,VDR,MEST,CFLAR,METTL9
RHOB,SLC3A2,MNX1,TESC,ABCB4,KLF6,VAMP8,BHLHE40,FST,ATP6V1F,ENPP2,ATP5IF1,LYPLA1,ECH1,GEMIN6,CLDN4
AFP,NONO,WASHC3,ITGB3BP,TMEM100,CGA,LYPLA1,LARP1,AHCYL1,RPL38
ADM2,COL4A3BP,UBXN8,ITGB3BP,RRM2,COMMD10,LSM8,MRPS16,BHLHE40,PTMS,PAFAH1B3,LIPC,EPM2AIP1,DEPTOR,OVOL2,ATP5IF1,IFIT1
NDUFB1,LLGL2,ACAD10,NUDT4,PLIN3,ZNHIT1,ADI1,BDKRB2,SPI1,SERPINF1,PTP4A1,ABCD3,UCHL1,OXCT1,WASHC4,RGN,ABHD2
UGDH,CGREF1,ABCC3,UBXN8,BCCIP,SH3BP2,ANKRD2,PDK3,SERPINA3,CFB,FGFR2,NR1D2,ATP6V1F,PPP6R1,GPX2
IFIT1,MRPL19,COX5B,AUTS2,IFI44L,LGMN,MAP3K1,ZNF195,ABLIM1,MRPS16,NDUFA13,VAMP8,ALB,TFAM,HERC5,GPX3,TRIM14,DEPTOR,IFI6
