TMEM100,GDF15,PTP4A1,ADPRM,ABCB7,KLF6,NR0B2,EEF1AKMT3,PCK1,RHOB,DUSP6,CEBPB
CYP2J2,CHODL,ZNHIT1,CTSG,AGL,LHPP,CHP1,NDUFA13,UQCR10,RGS5,RPS27L
NEAT1,CFLAR,TRA2A,VTCN1,METTL9,MEST,CTTN,VDR,COX15,ACTA2,ISCU,ACP6,ACVR1B,EPM2AIP1
ABCB4,TESC,MNX1,KLF6,BHLHE40,FST,VAMP8,SLC3A2,RHOB,ATP6V1F
TMEM100,NONO,LYPLA1,AFP,RPL38,ITGB3BP,LARP1,WASHC3
RRM2,LIPC,PTMS,PAFAH1B3,UBXN8,COL4A3BP,DEPTOR,ATP5IF1,OVOL2,MRPS16,ITGB3BP,ADM2,IFIT1,EPM2AIP1
ABHD2,ABCD3,PTP4A1,NDUFB1,ZNHIT1,UCHL1,NUDT4,ACAD10,SPI1,WASHC4,RGN,BDKRB2,PLIN3,LLGL2,SERPINF1,ADI1,OXCT1
SH3BP2,UGDH,ABCC3,GPX2,PDK3,CGREF1,BCCIP,ANKRD2,PPP6R1,CFB,ATP6V1F
ZNF195,TFAM,LGMN,IFI44L,ABLIM1,ALB,COX5B,DEPTOR,TRIM14,IFI6,MRPS16,VAMP8,IFIT1,GPX3,NDUFA13,HERC5,MAP3K1
