TIPARP,JUNB,NR0B2,PCK1,RHOB,ABCB7,EEF1AKMT3,CEBPB,PTP4A1,ADPRM,DUSP6,KLF6,TMEM100,GDF15
ZNHIT1,RPS27L,CHP1,UCHL1,CTSG,UQCR10,TMBIM6,NDUFA13,AGL,CHODL,CYP2J2,RGS5,LHPP
COX15,ACP6,TRA2A,EPM2AIP1,VTCN1,MEST,ISCU,TTC3,CFLAR,VDR,CTTN,TAF4B,PDE3B,METTL9,CAMLG,ACTA2,ACVR1B,NEAT1
VAMP8,ATP6V1F,ABCB4,PCK1,RHOB,MRPL44,MNX1,FST,SLC3A2,KLF6,TESC,BHLHE40
IGHV3-23,RPL38,ITGB3BP,WASHC3,AFP,LYPLA1,ACTA2,TMEM100,LARP1,NONO
REN,EPM2AIP1,ADM2,IFIT1,UBXN8,PAFAH1B3,ATP5IF1,OVOL2,ITGB3BP,WASHC3,COL4A3BP,RRM2,PTMS,MRPS16,DEPTOR,LIPC
ABHD2,WASHC4,OR7E12P,ACAD10,ZNHIT1,B4GALT5,UCHL1,PTP4A1,NUDT4,WARS2,BDKRB2,PLIN3,RGN,LLGL2,ADI1,NDUFB1,SPI1,OXCT1,SERPINF1,ATP6V0E2,ABCD3
CFB,ATP6V1F,PPP6R1,RHOBTB1,SH3BP2,SLC16A1,ANKRD2,UGDH,CP,ABCC3,CGREF1,ADI1,PDK3,GPX2,FRMD8,BCCIP
ABLIM1,ALB,IFI44L,EGLN3,GPX3,MAP3K1,MRPS16,TRIM14,TTC1,VAMP8,IFIT1,IFI6,COX5B,HERC5,LGMN,MAB21L4,IFI27,IFIT2,DEPTOR,TFAM,NDUFA13,ZNF195
