ABCB7,RHOB,EEF1AKMT3,GDF15,CEBPB,PTP4A1,DUSP6,PCK1,ADPRM,KLF6
RGS5,NDUFA13,AGL,CHODL,LHPP,ZNHIT1,RPS27L,CYP2J2,CHP1,CTSG,UQCR10
COX15,TRA2A,CFLAR,METTL9,VTCN1,ISCU,NEAT1,ACP6,ACTA2,EPM2AIP1,MEST,VDR
MNX1,RHOB,FST,TESC,ATP6V1F,BHLHE40,VAMP8,ABCB4,SLC3A2,KLF6
LARP1,TMEM100,RPL38,AFP,ITGB3BP,LYPLA1,WASHC3,NONO
LIPC,IFIT1,DEPTOR,PTMS,PAFAH1B3,MRPS16,ITGB3BP,RRM2,ATP5IF1,COL4A3BP,EPM2AIP1
WASHC4,UCHL1,RGN,BDKRB2,SERPINF1,ABHD2,SPI1,PLIN3,NDUFB1,ADI1,OXCT1,NUDT4,ACAD10
PPP6R1,UGDH,CFB,ABCC3,SH3BP2,ATP6V1F,GPX2,ANKRD2,CGREF1,BCCIP
NDUFA13,MAP3K1,IFIT1,DEPTOR,HERC5,IFI44L,MRPS16,ABLIM1,COX5B,ALB,GPX3,TFAM,TRIM14,IFI6
