RHOB,TIPARP,EEF1AKMT3,TMEM100,ADPRM,DUSP6,ABCB7,KLF6,CEBPB,GDF15,NR0B2,PCK1,JUNB,PTP4A1
CHP1,LHPP,CHODL,TMBIM6,ZNHIT1,RGS5,NDUFA13,AGL,UQCR10,UCHL1,CYP2J2,RPS27L,CTSG
ISCU,TRA2A,TTC3,EPM2AIP1,NEAT1,ACTA2,COX15,ACVR1B,PDE3B,ACP6,VTCN1,CTTN,VDR,MEST,CFLAR,TAF4B,CAMLG,METTL9
RHOB,SLC3A2,MNX1,TESC,ABCB4,KLF6,VAMP8,BHLHE40,FST,ATP6V1F,MRPL44,PCK1
IGHV3-23,AFP,NONO,WASHC3,ITGB3BP,TMEM100,ACTA2,LYPLA1,LARP1,RPL38
ADM2,COL4A3BP,UBXN8,WASHC3,REN,ITGB3BP,RRM2,MRPS16,PTMS,PAFAH1B3,LIPC,EPM2AIP1,DEPTOR,OVOL2,ATP5IF1,IFIT1
NDUFB1,ZNHIT1,SPI1,LLGL2,PLIN3,B4GALT5,BDKRB2,WARS2,PTP4A1,UCHL1,RGN,NUDT4,SERPINF1,OXCT1,WASHC4,ACAD10,ADI1,ATP6V0E2,ABCD3,OR7E12P,ABHD2
UGDH,SLC16A1,CGREF1,ABCC3,BCCIP,SH3BP2,ANKRD2,PDK3,ADI1,FRMD8,CP,CFB,ATP6V1F,RHOBTB1,PPP6R1,GPX2
IFI44L,LGMN,MAB21L4,ZNF195,MAP3K1,ALB,GPX3,IFIT1,IFI6,EGLN3,COX5B,TTC1,IFIT2,NDUFA13,DEPTOR,ABLIM1,MRPS16,VAMP8,TFAM,IFI27,HERC5,TRIM14
