EEF1AKMT3,KLF6,ACP6,BCR,DUSP6,RHOB,DEPTOR,GDF15,AHCYL1,PTP4A1,CHCHD3,CYP39A1,FOS,AUTS2,IFI6,LYPLA1,IFI44L,KLF9,UQCR10,TMEM100,ABLIM1,DENND1C,NUDT4,ATP6V1F,CFB,GPX3,ZNF195,JUNB,ABCB7,PCK1,CACNA1D,ALB,INSR,ADM2,NR0B2,ADPRM
GPC5,RPS27L,MAB21L4,MST1L,BCR,CTSG,VAMP8,CYP2J2,DUSP6,DNAJB1,LGMN,ZNHIT1,CHODL,LHPP,HIRA,HERC5,TDP2,CAMLG,TESC,DZIP1,CHP1,IFI6,RGS5,UQCR10,TUBB2B,LRRC23,HKDC1,NDUFA13,MS4A4A,SLC3A2,GATC,AGL,AADAC,IFIT1,MAP3K1,CPVL,ADPRM,MEST
TUBA4B,CASP8,CTTN,ACP6,ABCC3,TRA2A,PDE3B,TFAP2A,MRPS15,AHCYL1,VTCN1,EPM2AIP1,ISCU,TTC1,CAMLG,FBLN5,FOS,NEAT1,ACSBG2,METTL9,TTC3,NR1D2,COX15,PDE8A,ACTA2,SLC16A1,TAF4B,NONO,VDR,ACVR1B,AGPAT5,NDUFB5,CFLAR,ECH1,RPS24,MEST
KLF6,BCR,VAMP8,GPX2,RHOB,FST,MNX1,CLDN4,WASHC4,MRPL44,ABCB4,ISCU,TESC,ZNF593,CYP21A2,IFI6,KLF9,PTMS,UQCR10,ATP6V1F,COL1A1,TYMP,SLC3A2,BCCIP,CD163,ENPP2,EGLN3,TRIM14,BHLHE40,ECH1,RPS24
CRABP2,GLB1L,TRAPPC2L,MAB21L4,MST1L,BCR,VAMP8,ACAD10,MYO15B,AFP,FKBP4,AHCYL1,RPL38,FOS,COX15,ITGB3BP,ABLIM3,LYPLA1,EMX1,PEG10,ADORA3,TMEM100,NONO,WASHC3,ABCB7,UCHL1,RHBDL1,FCGBP,TARS2,IGHV3-23,L2HGDH,LARP1,ACE,ECH1,CPVL,WARS2,WDR12
UBXN8,LGMN,DEPTOR,ATP5IF1,CHCHD3,EPM2AIP1,OVOL2,HERC5,NOS2,FBLN5,ACAT2,AUTS2,ITGB3BP,IFI6,LHX1,REN,PTMS,AMFR,LIPC,ZNF195,COL4A3BP,CTXND1,C1orf174,MRPS16,RHBDL1,ESRRA,SERPINA3,IFIT1,BHLHE40,RRM2,MAP3K1,ADM2,MRPL19,OLFML3,AIRE
RPA3,OXCT1,ADI1,PLIN3,SERPINF1,ZNHIT1,ACAD10,HMGCS2,NINL,WASHC4,RGN,PTP4A1,NDUFB1,CAMLG,ABCD3,SPI1,CP,PDK3,ABLIM1,NUDT4,HKDC1,COL4A3BP,BDKRB2,NUBPL,NDUFA13,ABCB7,OSBPL1A,UCHL1,PLEKHA5,ATP6V0E2,WARS2,NPIPB15,CYP2E1,PTPN3,ABHD2
RHOBTB1,PPP6R1,ABCC3,ADI1,UBXN8,GPX2,ELF3,ANKRD2,AHCYL1,IGLV2-14,LHPP,CASP5,LIPG,TTC1,SH3BP2,METTL1,MT2A,METTL9,NR1D2,IFI6,KLF9,CP,SLC16A1,UGDH,CGREF1,PDK3,FGFR2,ATP6V1F,CFB,GPX3,COL1A1,TYMP,CD163,BCCIP,SERPINA3,ALB,LARP1,CPVL,OLFML3
TFAM,MAB21L4,ABCC3,VAMP8,FST,LGMN,DEPTOR,TFAP2A,AHCYL1,TTC1,HERC5,TDP2,AUTS2,IFI6,IFI44L,RGS5,ADORA3,UQCR10,ABLIM1,GEMIN6,DENND1C,CFB,GPX3,ZNF195,MRPS16,NDUFA13,MS4A4A,CD163,EGLN3,TRIM14,ALB,IFIT1,MAP3K1,CPVL,MRPL19,OLFML3
