CYP39A1,GDF15,PTP4A1,ADPRM,ZNRF4,KLF6,IFI6,AHCYL1,EEF1AKMT3,DUSP6,TMEM100,LYPLA1,CHCHD3,ABCB7,ZNF195,IFI44L,NR0B2,PCK1,RHOB,CEBPB,MT2A,NUDT4
CYP2J2,LGMN,ATP6V0E2,IFI6,VAMP8,NDUFA13,MS4A4A,TUBB2B,TMEM100,FCGBP,CTSG,RGS5,RPS27L,CHODL,TESC,LHPP,ZNHIT1,AGL,CPVL,CHP1,TYR,UQCR10
TFAP2A,EPM2AIP1,NEAT1,CFLAR,TRA2A,VTCN1,TUBA4B,METTL9,MEST,FOS,CTTN,VDR,NR1D2,ISCU,ACTA2,NDUFA13,ACP6,ACVR1B,COX15
ABCB4,RHOB,UQCR10,TESC,MNX1,ZNF593,TRIM14,KLF6,IFI6,ELF3,TYMP,VAMP8,BHLHE40,SLC3A2,FST,KLF9,COX8A,ATP6V1F
TMEM100,NONO,PEG10,LYPLA1,FCGBP,WDR12,RPL38,AFP,RHBDL1,NUDT4,ECH1,ITGB3BP,VAMP8,LARP1,CPVL,WASHC3,COX15,FKBP4
RRM2,LIPC,LGMN,CHCHD3,PTMS,MRPL44,UBXN8,LHX1,HP,PAFAH1B3,ATP5IF1,COL4A3BP,IFI6,OVOL2,MRPS16,ITGB3BP,DEPTOR,IFIT1,ADM2,EPM2AIP1
ABHD2,RPA3,PTP4A1,PLIN3,LLGL2,NDUFB1,ABCB7,WASHC4,RGN,SERPINF1,ABCD3,HKDC1,OSBPL1A,BDKRB2,ABLIM1,ZNHIT1,UCHL1,NUDT4,COL4A3BP,ACAD10,SPI1,ADI1,OXCT1,PLEKHA5,CAMLG
PDK3,IFI6,ANKRD2,BCCIP,TTC1,SH3BP2,UGDH,OLFML3,CGREF1,GPX3,KLF9,CD163,IGLV2-14,ABCC3,GPX2,IFI44L,ALB,LHPP,ATP6V1F,CFB,MT2A,PPP6R1
ZNF195,TFAM,LGMN,IFI44L,ABLIM1,ALB,COX5B,OLFML3,DEPTOR,TRIM14,IFI6,MRPS16,VAMP8,IFIT1,GPX3,NDUFA13,MS4A4A,HERC5,MAP3K1
